0,0,0,164735,40507,6278,1753,644,1193,789,274
0,0,0,25194,23642,817,1400,2900,992,524,1636
0,0,0,200684,87673,1325,2172,1650,6461,6657,780
0,51,53,13113,11827,8851,2199,22544,13827,11791,6280
0,56,77,7244,11058,5675,2711,2056,3475,6357,1100
0,63,87,67673,134879,16169,16099,23478,38241,40025,7256
0,63,100,1616812,106639,56583,33938,19431,20455,9405,6285
0,43,100,1540819,256488,44512,53378,6325,10873,16735,43983
0,43,100,602647,38219,11061,35502,20042,16057,11135,6036
0,44,100,255476,41773,4398,21884,15359,21897,6782,5020
0,50,100,4722,4783,2638,654,1011,1612,3663,1474
0,57,100,46938,36052,16181,42076,12521,8266,10226,3822
0,51,100,243269,71253,31303,35707,6286,10380,7457,2140
0,41,100,419978,87893,23536,38070,18748,9337,7201,1670
0,38,100,7953,6823,1828,3385,8141,1327,1791,1103
0,29,97,235228,214536,34737,19963,15449,7244,7044,2265
0,24,88,391735,211823,58921,19556,15334,9526,3459,4946
0,23,87,13694,147330,29152,45102,14149,11136,10123,3698
0,14,84,191368,28058,5017,5835,10516,1592,1923,2148
0,24,93,9751,31033,17274,9592,15130,7096,4052,2259
0,35,100,63978,6086,21675,10809,11894,6163,4837,4971
0,43,100,40196,48656,26237,14832,12144,13608,5452,6306
0,53,100,62812,50398,44332,7426,7207,18261,5080,2892
0,48,100,28629,32006,7650,6906,6700,2237,1749,401
0,43,94,170348,37059,13559,13012,2511,5623,2430,465
0,37,96,23308,113388,83910,37324,59661,13746,12201,4668
0,37,93,10224,48984,16792,27040,23909,16118,5173,3950
0,40,88,273703,24113,2295,4968,5125,2936,4455,811
0,43,87,29031,21829,10330,7281,16109,4683,11967,4323
0,43,75,128284,20219,1943,1701,727,1152,498,333
0,47,74,14383,6558,3330,1095,933,2997,1011,1203
0,54,75,53747,8117,1380,2810,5154,4112,1978,1039
0,54,70,174020,56330,6551,14897,7844,8428,6165,5625
0,54,81,1279966,381800,160498,108762,43835,33546,18909,21864
0,47,81,1719676,371841,168454,36218,107524,43568,30357,34449
0,41,60,1329634,181578,4727,1224,13542,33859,47122,8610
0,43,69,168560,66225,55092,21536,16248,19016,17194,8059
0,41,66,159184,45024,11711,10924,3575,3220,14664,826
0,34,64,122491,103407,23749,11498,3627,2881,2634,1354
0,37,93,30243,4596,2036,3178,2768,3217,2698,1322
0,38,88,161917,34689,18496,5832,5581,11033,24498,2812
0,47,88,929242,18268,8672,7484,6308,6628,11787,18318
0,60,91,360778,45118,14004,15780,10340,10236,7765,12114
0,57,88,75865,33739,9694,12319,5944,14712,26594,17309
0,56,84,129361,23804,7300,2831,2113,4973,6719,3301
0,57,88,83248,26303,606,33789,12591,14083,15564,9932
0,60,88,46844,29845,15356,1672,3555,6726,4867,10077
0,47,83,156918,85647,17981,4517,8221,4200,4245,5010
0,50,93,169445,13455,6003,21539,11955,9024,10473,16263
0,41,93,198920,59724,38259,26542,29014,9075,5541,15803
0,43,84,910409,261815,19224,47021,44193,66236,35485,35269
0,51,83,323795,10618,945,2140,2755,1723,1994,2587
0,56,77,39594,5690,5571,829,6809,4446,1755,1645
0,57,69,43034,85503,26163,8821,11573,11138,5846,5089
0,56,74,73640,72286,8967,17378,9255,16156,8757,3072
0,56,80,65756,61203,9620,32797,20247,12544,28446,5766
0,51,81,44194,27030,19655,7448,27243,12285,28528,4443
0,56,81,28264,48219,10167,15524,15106,13323,16632,4348
0,53,87,60541,24487,12000,6962,7953,3974,2141,1498
0,51,83,38258,17025,3313,3220,1955,2686,1937,1628
0,50,88,24117,26350,6819,23195,10661,9943,3268,6489
0,54,87,42637,28350,9844,4912,7656,13835,8186,7532
0,60,88,81541,33444,32898,16118,16625,15759,16081,7547
0,57,100,46771,46199,54507,13311,7250,9277,39268,5477
0,54,100,47279,47502,33565,19509,5282,11928,7142,7527
0,48,100,67244,45443,19420,12697,10128,10973,10280,6674
0,50,100,44759,25560,6604,30553,19417,14470,6772,4064
0,54,100,458958,47171,17612,30278,9671,14983,11917,19199
0,60,100,9327,4694,4107,6443,2802,3793,2810,3657
0,60,100,130582,12006,6130,2450,5638,3199,1035,2787
0,63,93,141928,43949,7938,14087,20871,24366,24302,8931
0,63,94,22612,27900,28285,12674,13875,11467,17945,9810
0,60,83,49187,29507,10486,9908,28747,8980,18455,10836
0,60,69,741573,111734,2320,10602,6008,18766,16311,5837
0,60,66,37886,14287,2553,3895,9762,6976,3907,4564
0,67,57,25688,12689,2376,5227,5164,8541,2744,2746
0,69,67,85583,11259,14961,1305,2282,5676,12687,2241
0,63,77,130247,158837,16816,24996,10730,14033,12925,6560
0,61,91,150301,13650,25567,23520,22804,16798,20363,6516
0,54,94,47461,72388,14599,32216,6142,22659,16987,5665
0,50,84,27237,104954,12717,27360,19081,17230,11679,5868
0,56,88,236336,69820,18538,10899,4912,17989,12378,5532
0,48,75,125576,19983,3866,2149,5408,2027,6473,1610
0,51,67,55255,3346,672,1259,3893,1418,5799,2017
0,48,78,142427,26479,23496,34640,32468,7864,21166,3924
0,48,90,26867,10463,12122,5239,2500,4991,3412,3995
0,54,100,122092,44696,51842,15083,10916,18511,12392,20962
0,56,100,696142,38878,15562,23939,5016,28326,20380,40241
0,63,97,192202,65071,5220,13425,12576,20370,24855,28668
0,66,87,32162,77102,16164,18194,17527,29444,33134,9254
0,67,70,15701,67453,5977,10445,6382,19840,24771,14459
0,61,69,183336,52218,9854,22032,2838,11973,20106,6031
0,53,75,129216,20188,2368,5343,2608,2507,3942,1489
0,50,78,91142,73143,15311,23570,13777,18869,11043,5580
0,41,74,1055330,178745,10660,19296,32469,18317,8284,4799
