25,0,0,11886,19800,20319,14581,2838,598,620,367
26,0,0,983119,10684,6328,1148,1725,1676,677,190
0,0,0,572438,84909,7209,8630,14230,5088,3231,1217
0,0,0,154564,75456,47891,10083,22831,15846,5462,2257
0,0,0,91744,10930,1652,7403,2010,1849,363,354
0,51,51,328305,10713,8845,2962,4797,2456,1679,987
0,50,41,1610678,545675,7849,80087,24630,38085,31944,7251
0,74,41,2491823,77180,28735,21775,65359,32909,13444,5311
0,96,40,1329190,86701,20433,20298,54263,30843,4930,4989
0,75,26,426202,125097,26958,21894,18709,7701,6693,2175
26,75,26,598035,34299,3562,4600,5617,2636,1896,796
0,78,43,2037054,229968,69940,54846,81954,29985,20369,7548
0,78,51,816272,61989,49056,18769,32625,34602,13426,11461
0,44,48,1121372,305232,42126,16007,9530,18035,14552,6064
0,54,53,1621596,105166,20137,40853,21863,13804,20008,5030
0,35,48,123355,16700,2993,2026,1024,585,188,171
0,7,41,1586903,153627,51711,13647,22800,13873,20297,12353
0,29,57,1537743,245657,32141,149540,57647,61874,61847,20808
51,29,57,649883,73960,11371,18413,31546,110122,43308,43366
51,29,57,2183206,380347,144463,40809,72289,68742,55647,43555
0,51,51,1787116,324265,100981,50415,87661,167747,30896,19102
0,91,56,3229848,250103,176321,60052,218305,141293,14642,7559
0,96,56,1624336,134276,13765,45017,27582,15656,13869,2936
0,100,56,41455,9296,7943,603,3908,4511,1778,2773
0,74,51,146095,38538,876,10117,13674,2829,1165,1507
0,57,56,52472,72429,35242,14223,11219,13801,8663,6126
0,56,56,35694,98461,30463,12892,12101,11686,5059,4050
0,17,57,111700,114384,64650,14100,9098,5058,4445,2959
0,14,77,257516,128330,42018,50836,7618,9268,14790,5887
0,20,56,101372,72142,2178,10588,12578,12407,3418,11343
0,23,63,24406,62414,34469,14749,13392,10277,8501,4573
0,64,60,130271,2736,897,3571,2093,5053,1316,3199
0,81,53,63095,18382,7756,7226,7868,7049,1712,2106
0,78,64,289534,45368,15074,17368,49739,11475,17935,19261
0,97,60,37130,18635,5384,19846,14588,26802,22641,4636
0,83,57,10585,7552,1945,4347,5180,2586,3488,2140
