0,48,47,3291843,895478,285908,23573,65456,43909,109922,42235
0,61,47,842242,199819,24779,10407,14929,9406,2984,1747
0,77,64,196850,14689,4781,8088,2598,1229,2129,617
0,83,77,203058,27617,6865,9110,7751,1280,1229,895
0,78,78,442036,172210,49044,12889,22790,6341,1501,5654
0,80,81,1346157,180709,19349,22451,17520,9699,7295,2756
0,88,87,1077980,15740,4947,18517,2553,5232,1579,1527
0,93,84,37098,6024,2175,1227,1321,625,196,301
0,78,83,368028,220807,48847,22174,14603,4504,12252,3276
0,70,80,1576647,348707,22209,38646,27734,18480,14184,24063
0,51,69,140053,37117,9247,10159,4333,1994,792,289
0,38,56,592616,186521,12514,12518,7107,4743,3550,2583
0,41,53,44188,47567,11219,961,1750,1045,926,252
0,43,64,117157,34368,12685,3657,2394,2996,947,1019
0,47,67,140759,25944,9123,6849,1622,1987,289,509
0,51,63,100294,24867,559,1711,1795,837,704,720
0,67,81,89080,2903,8557,5522,1563,1110,529,559
0,51,70,27819,37492,9557,1216,1503,825,565,357
0,47,64,160380,15185,8394,1153,795,926,600,317
0,56,80,64180,7960,2311,2070,812,721,772,133
0,56,57,80342,13821,3222,1229,1148,1124,679,254
0,74,63,110726,10568,2627,3138,1117,890,336,634
0,80,60,59227,9050,1663,2293,529,810,613,344
0,63,53,719155,252849,49286,16273,4087,5340,3865,1631
0,66,50,82186,12889,1307,1499,707,1365,1408,383
0,53,27,603473,137158,918,6030,5721,2821,2871,2877
0,51,21,27965,15051,1356,2149,1221,1030,477,592
0,83,20,796357,34324,2363,10365,13156,10063,7680,8654
0,88,20,254289,6890,1619,371,2550,1475,1356,434
0,100,38,368298,19342,4932,3891,5003,5572,3591,2132
0,100,51,186244,19495,14725,6244,2016,4671,1299,1460
0,100,66,135692,8042,10184,1787,2232,1812,1498,632
0,93,61,433547,81844,4097,5203,1929,2895,4111,1887
0,80,57,13824,14831,1418,2390,2659,1424,1270,126
0,80,44,47088,6130,774,1141,1836,1016,532,335
0,78,29,218838,30502,5904,1956,761,3168,2052,1145
